,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_usd,employee_residence,remote_ratio,company_location,company_size,salary_category,job_category,continent,salary_usd_ppp
129484,2024,Mid,Full-time,Data Scientist,75600,USD,75600,US,100,US,M,Medium,Data Scientist,North America,75600.0
129485,2024,Junior,Full-time,Data Scientist,137000,USD,137000,US,0,US,M,High,Data Scientist,North America,137000.0
129486,2024,Junior,Full-time,Data Scientist,60400,USD,60400,US,0,US,M,Medium,Data Scientist,North America,60400.0
129487,2024,Mid,Full-time,Data Engineer,137000,USD,137000,US,0,US,M,High,Data Engineer,North America,137000.0
129488,2024,Mid,Full-time,Data Engineer,60400,USD,60400,US,0,US,M,Medium,Data Engineer,North America,60400.0
129489,2024,Executive,Full-time,Data Engineer,165000,USD,165000,US,0,US,M,High,Data Engineer,North America,165000.0
129490,2024,Executive,Full-time,Data Engineer,145000,USD,145000,US,0,US,M,High,Data Engineer,North America,145000.0
129491,2024,Mid,Full-time,Applied Scientist,211600,USD,211600,US,100,US,M,High,Research Scientist,North America,211600.0
129492,2024,Mid,Full-time,Applied Scientist,132400,USD,132400,US,100,US,M,High,Research Scientist,North America,132400.0
129493,2024,Mid,Full-time,Machine Learning Engineer,180000,USD,180000,CA,0,CA,M,High,ML/AI Engineer,North America,215704.71037035924
129494,2024,Mid,Full-time,Machine Learning Engineer,120000,USD,120000,CA,0,CA,M,High,ML/AI Engineer,North America,143803.14024690617
129495,2024,Mid,Full-time,Machine Learning Engineer,333000,USD,333000,US,0,US,M,High,ML/AI Engineer,North America,333000.0
129496,2024,Mid,Full-time,Machine Learning Engineer,189000,USD,189000,US,0,US,M,High,ML/AI Engineer,North America,189000.0
129497,2024,Mid,Full-time,Machine Learning Engineer,240000,USD,240000,US,0,US,M,High,ML/AI Engineer,North America,240000.0
129498,2024,Mid,Full-time,Machine Learning Engineer,136800,USD,136800,US,0,US,M,High,ML/AI Engineer,North America,136800.0
129499,2024,Mid,Full-time,Machine Learning Engineer,220000,USD,220000,US,0,US,M,High,ML/AI Engineer,North America,220000.0
129500,2024,Mid,Full-time,Machine Learning Engineer,96600,USD,96600,US,0,US,M,Medium,ML/AI Engineer,North America,96600.0
129501,2024,Senior,Full-time,Data Scientist,35000,GBP,43750,GB,0,GB,M,Low,Data Scientist,Europe,49070.10237806168
129502,2024,Senior,Full-time,Data Scientist,35000,GBP,43750,GB,0,GB,M,Low,Data Scientist,Europe,49070.10237806168
129503,2024,Mid,Full-time,Data Engineer,137000,USD,137000,US,0,US,M,High,Data Engineer,North America,137000.0
129504,2024,Mid,Full-time,Data Engineer,60400,USD,60400,US,0,US,M,Medium,Data Engineer,North America,60400.0
129505,2024,Senior,Full-time,Data Engineer,169000,USD,169000,US,100,US,M,High,Data Engineer,North America,169000.0
129506,2024,Senior,Full-time,Data Engineer,150000,USD,150000,US,100,US,M,High,Data Engineer,North America,150000.0
129507,2024,Senior,Full-time,Data Engineer,218500,USD,218500,US,0,US,M,High,Data Engineer,North America,218500.0
129508,2024,Senior,Full-time,Data Engineer,161500,USD,161500,US,0,US,M,High,Data Engineer,North America,161500.0
129509,2024,Senior,Full-time,Data Engineer,180000,USD,180000,US,100,US,M,High,Data Engineer,North America,180000.0
129510,2024,Senior,Full-time,Data Engineer,140000,USD,140000,US,100,US,M,High,Data Engineer,North America,140000.0
129511,2024,Senior,Full-time,Data Engineer,241393,USD,241393,US,100,US,M,High,Data Engineer,North America,241393.0
129512,2024,Senior,Full-time,Data Engineer,160943,USD,160943,US,100,US,M,High,Data Engineer,North America,160943.0
129513,2024,Mid,Full-time,Data Engineer,225000,USD,225000,US,0,US,M,High,Data Engineer,North America,225000.0
129514,2024,Mid,Full-time,Data Engineer,150000,USD,150000,US,0,US,M,High,Data Engineer,North America,150000.0
129515,2024,Senior,Full-time,Data Engineer,190000,USD,190000,US,100,US,M,High,Data Engineer,North America,190000.0
129516,2024,Senior,Full-time,Data Engineer,140000,USD,140000,US,100,US,M,High,Data Engineer,North America,140000.0
129517,2024,Senior,Full-time,Data Engineer,240000,USD,240000,US,0,US,M,High,Data Engineer,North America,240000.0
129518,2024,Senior,Full-time,Data Engineer,180000,USD,180000,US,0,US,M,High,Data Engineer,North America,180000.0
129519,2024,Mid,Full-time,Machine Learning Engineer,200000,USD,200000,US,0,US,M,High,ML/AI Engineer,North America,200000.0
129520,2024,Mid,Full-time,Machine Learning Engineer,140000,USD,140000,US,0,US,M,High,ML/AI Engineer,North America,140000.0
129521,2024,Senior,Full-time,Data Scientist,195000,USD,195000,US,100,US,M,High,Data Scientist,North America,195000.0
129522,2024,Senior,Full-time,Data Scientist,95000,USD,95000,US,100,US,M,Medium,Data Scientist,North America,95000.0
129523,2024,Senior,Full-time,Data Scientist,110000,USD,110000,US,100,US,M,High,Data Scientist,North America,110000.0
129524,2024,Senior,Full-time,Data Scientist,90000,USD,90000,US,100,US,M,Medium,Data Scientist,North America,90000.0
129525,2024,Mid,Full-time,Data Scientist,192386,USD,192386,US,0,US,M,High,Data Scientist,North America,192386.0
129526,2024,Mid,Full-time,Data Scientist,135000,USD,135000,US,0,US,M,High,Data Scientist,North America,135000.0
129527,2024,Senior,Full-time,Data Scientist,257600,USD,257600,US,0,US,M,High,Data Scientist,North America,257600.0
129528,2024,Senior,Full-time,Data Scientist,146000,USD,146000,US,0,US,M,High,Data Scientist,North America,146000.0
129529,2024,Senior,Full-time,Data Scientist,190000,USD,190000,US,100,US,M,High,Data Scientist,North America,190000.0
129530,2024,Senior,Full-time,Data Scientist,150000,USD,150000,US,100,US,M,High,Data Scientist,North America,150000.0
129531,2024,Mid,Full-time,Data Scientist,110000,USD,110000,US,0,US,M,High,Data Scientist,North America,110000.0
129532,2024,Mid,Full-time,Data Scientist,70000,USD,70000,US,0,US,M,Medium,Data Scientist,North America,70000.0
129533,2024,Mid,Full-time,Data Scientist,259000,USD,259000,US,0,US,M,High,Data Scientist,North America,259000.0
129534,2024,Mid,Full-time,Data Scientist,174000,USD,174000,US,0,US,M,High,Data Scientist,North America,174000.0
129535,2024,Senior,Full-time,Data Scientist,137500,USD,137500,US,0,US,M,High,Data Scientist,North America,137500.0
129536,2024,Senior,Full-time,Data Scientist,81500,USD,81500,US,0,US,M,Medium,Data Scientist,North America,81500.0
129537,2024,Senior,Full-time,Data Analyst,191000,USD,191000,US,100,US,M,High,Data Analyst,North America,191000.0
129538,2024,Senior,Full-time,Data Analyst,162350,USD,162350,US,100,US,M,High,Data Analyst,North America,162350.0
129539,2024,Junior,Full-time,Data Analyst,46000,USD,46000,US,0,US,M,Low,Data Analyst,North America,46000.0
129540,2024,Junior,Full-time,Data Analyst,44000,USD,44000,US,0,US,M,Low,Data Analyst,North America,44000.0
129541,2024,Junior,Full-time,Data Analyst,46000,USD,46000,US,0,US,M,Low,Data Analyst,North America,46000.0
129542,2024,Junior,Full-time,Data Analyst,44000,USD,44000,US,0,US,M,Low,Data Analyst,North America,44000.0
129543,2024,Senior,Full-time,Business Intelligence Manager,220500,USD,220500,US,100,US,M,High,Data Leadership,North America,220500.0
129544,2024,Senior,Full-time,Business Intelligence Manager,160500,USD,160500,US,100,US,M,High,Data Leadership,North America,160500.0
129545,2024,Senior,Full-time,Business Intelligence Manager,220500,USD,220500,US,100,US,M,High,Data Leadership,North America,220500.0
129546,2024,Senior,Full-time,Business Intelligence Manager,160500,USD,160500,US,100,US,M,High,Data Leadership,North America,160500.0
129547,2024,Mid,Full-time,Business Intelligence Engineer,185000,USD,185000,US,0,US,L,High,Analytics/BI,North America,185000.0
129548,2024,Mid,Full-time,Business Intelligence Engineer,89600,USD,89600,US,0,US,L,Medium,Analytics/BI,North America,89600.0
129549,2024,Mid,Full-time,Data Architect,179000,USD,179000,US,0,US,M,High,Data Architect,North America,179000.0
129550,2024,Mid,Full-time,Data Architect,106500,USD,106500,US,0,US,M,High,Data Architect,North America,106500.0
129551,2024,Senior,Full-time,Analytics Engineer,225000,USD,225000,US,0,US,M,High,Analytics/BI,North America,225000.0
129552,2024,Senior,Full-time,Analytics Engineer,150000,USD,150000,US,0,US,M,High,Analytics/BI,North America,150000.0
129553,2024,Senior,Full-time,Analytics Engineer,165000,USD,165000,US,0,US,M,High,Analytics/BI,North America,165000.0
129554,2024,Senior,Full-time,Analytics Engineer,140000,USD,140000,US,0,US,M,High,Analytics/BI,North America,140000.0
129555,2024,Mid,Full-time,Data Product Manager,225000,USD,225000,US,0,US,M,High,Data Leadership,North America,225000.0
129556,2024,Mid,Full-time,Data Product Manager,150000,USD,150000,US,0,US,M,High,Data Leadership,North America,150000.0
129557,2024,Mid,Full-time,Data Product Manager,160000,USD,160000,US,0,US,M,High,Data Leadership,North America,160000.0
129558,2024,Mid,Full-time,Data Product Manager,135000,USD,135000,US,0,US,M,High,Data Leadership,North America,135000.0
129559,2024,Senior,Full-time,Applied Scientist,212800,USD,212800,US,0,US,L,High,Research Scientist,North America,212800.0
129560,2024,Senior,Full-time,Applied Scientist,129400,USD,129400,US,0,US,L,High,Research Scientist,North America,129400.0
129561,2024,Mid,Full-time,Applied Scientist,222200,USD,222200,US,0,US,L,High,Research Scientist,North America,222200.0
129562,2024,Mid,Full-time,Applied Scientist,136000,USD,136000,US,0,US,L,High,Research Scientist,North America,136000.0
129563,2024,Junior,Full-time,Admin & Data Analyst,100000,USD,100000,BM,0,DZ,L,High,Data Analyst,Africa,307159.98737194855
129564,2024,Mid,Full-time,Data Product Owner,60000,GBP,75000,US,0,US,M,Medium,Other data role,North America,75000.0
129565,2024,Mid,Full-time,Data Product Owner,42000,GBP,52500,US,0,US,M,Medium,Other data role,North America,52500.0
129566,2024,Senior,Full-time,Decision Scientist,206000,USD,206000,US,0,US,M,High,Data Scientist,North America,206000.0
129567,2024,Senior,Full-time,Decision Scientist,97335,USD,97335,US,0,US,M,Medium,Data Scientist,North America,97335.0
129572,2024,Senior,Full-time,Business Intelligence Engineer,188800,USD,188800,US,0,US,M,High,Analytics/BI,North America,188800.0
129573,2024,Senior,Full-time,Business Intelligence Engineer,105700,USD,105700,US,0,US,M,High,Analytics/BI,North America,105700.0
129574,2024,Mid,Full-time,Data Manager,72000,USD,72000,CA,0,CA,M,Medium,Data Leadership,North America,86281.8841481437
129575,2024,Mid,Full-time,Data Manager,50000,USD,50000,CA,0,CA,M,Medium,Data Leadership,North America,59917.975102877564
129576,2024,Mid,Full-time,Data Management Specialist,120000,USD,120000,US,0,US,M,High,Data Governance/Specialist,North America,120000.0
129577,2024,Mid,Full-time,Data Management Specialist,100000,USD,100000,US,0,US,M,High,Data Governance/Specialist,North America,100000.0
129578,2024,Senior,Full-time,BI Developer,247200,USD,247200,US,0,US,M,High,Analytics/BI,North America,247200.0
129579,2024,Senior,Full-time,BI Developer,124373,USD,124373,US,0,US,M,High,Analytics/BI,North America,124373.0
129580,2024,Senior,Full-time,Data Analytics Lead,176000,USD,176000,US,0,US,M,High,Data Leadership,North America,176000.0
129581,2024,Senior,Full-time,Data Analytics Lead,124000,USD,124000,US,0,US,M,High,Data Leadership,North America,124000.0
129582,2024,Mid,Full-time,Data Analyst,183000,USD,183000,US,0,US,M,High,Data Analyst,North America,183000.0
129583,2024,Mid,Full-time,Data Analyst,83400,USD,83400,US,0,US,M,Medium,Data Analyst,North America,83400.0
129584,2024,Mid,Full-time,Data Analytics Specialist,130000,USD,130000,US,0,US,M,High,Analytics/BI,North America,130000.0
129585,2024,Mid,Full-time,Data Analytics Specialist,90000,USD,90000,US,0,US,M,Medium,Analytics/BI,North America,90000.0
129586,2024,Junior,Full-time,Data Analyst,170500,USD,170500,US,0,US,M,High,Data Analyst,North America,170500.0
129587,2024,Junior,Full-time,Data Analyst,89000,USD,89000,US,0,US,M,Medium,Data Analyst,North America,89000.0
129588,2024,Junior,Full-time,Data Analyst,75000,USD,75000,US,0,US,M,Medium,Data Analyst,North America,75000.0
129589,2024,Junior,Full-time,Data Analyst,70000,USD,70000,US,0,US,M,Medium,Data Analyst,North America,70000.0
129590,2024,Senior,Full-time,Data Engineer,235400,USD,235400,US,0,US,M,High,Data Engineer,North America,235400.0
129591,2024,Senior,Full-time,Data Engineer,205380,USD,205380,US,0,US,M,High,Data Engineer,North America,205380.0
129592,2024,Mid,Full-time,Data Engineer,208800,USD,208800,US,0,US,M,High,Data Engineer,North America,208800.0
129593,2024,Mid,Full-time,Data Engineer,98300,USD,98300,US,0,US,M,Medium,Data Engineer,North America,98300.0
129594,2024,Mid,Full-time,Data Engineer,97575,USD,97575,US,0,US,M,Medium,Data Engineer,North America,97575.0
129595,2024,Mid,Full-time,Data Engineer,58500,USD,58500,US,0,US,M,Medium,Data Engineer,North America,58500.0
129596,2024,Senior,Full-time,Data Architect,312600,USD,312600,US,100,US,M,High,Data Architect,North America,312600.0
129597,2024,Senior,Full-time,Data Architect,128535,USD,128535,US,100,US,M,High,Data Architect,North America,128535.0
129598,2024,Senior,Full-time,Data Scientist,235400,USD,235400,US,0,US,M,High,Data Scientist,North America,235400.0
129599,2024,Senior,Full-time,Data Scientist,191253,USD,191253,US,0,US,M,High,Data Scientist,North America,191253.0
129600,2024,Mid,Full-time,Data Scientist,187000,USD,187000,US,0,US,M,High,Data Scientist,North America,187000.0
129601,2024,Mid,Full-time,Data Scientist,127000,USD,127000,US,0,US,M,High,Data Scientist,North America,127000.0
129602,2024,Senior,Full-time,Data Scientist,250200,USD,250200,US,0,US,M,High,Data Scientist,North America,250200.0
129603,2024,Senior,Full-time,Data Scientist,117200,USD,117200,US,0,US,M,High,Data Scientist,North America,117200.0
129604,2024,Senior,Full-time,Data Scientist,210200,USD,210200,US,0,US,M,High,Data Scientist,North America,210200.0
129605,2024,Senior,Full-time,Data Scientist,120100,USD,120100,US,0,US,M,High,Data Scientist,North America,120100.0
129606,2024,Mid,Full-time,Analytics Engineer,126000,USD,126000,US,0,US,M,High,Analytics/BI,North America,126000.0
129607,2024,Mid,Full-time,Analytics Engineer,78000,USD,78000,US,0,US,M,Medium,Analytics/BI,North America,78000.0
129608,2024,Mid,Full-time,Analytics Engineer,126000,USD,126000,US,0,US,M,High,Analytics/BI,North America,126000.0
129609,2024,Mid,Full-time,Analytics Engineer,78000,USD,78000,US,0,US,M,Medium,Analytics/BI,North America,78000.0
129610,2024,Mid,Full-time,Analytics Engineer,126000,USD,126000,US,0,US,M,High,Analytics/BI,North America,126000.0
129611,2024,Mid,Full-time,Analytics Engineer,78000,USD,78000,US,0,US,M,Medium,Analytics/BI,North America,78000.0
129612,2024,Mid,Full-time,Analytics Engineer,126000,USD,126000,US,0,US,M,High,Analytics/BI,North America,126000.0
129613,2024,Mid,Full-time,Analytics Engineer,78000,USD,78000,US,0,US,M,Medium,Analytics/BI,North America,78000.0
129614,2024,Mid,Full-time,Research Scientist,200200,USD,200200,US,0,US,M,High,Research Scientist,North America,200200.0
129615,2024,Mid,Full-time,Research Scientist,182395,USD,182395,US,0,US,M,High,Research Scientist,North America,182395.0
129616,2024,Mid,Full-time,Research Scientist,200000,USD,200000,US,0,US,M,High,Research Scientist,North America,200000.0
129617,2024,Mid,Full-time,Research Scientist,136000,USD,136000,US,0,US,M,High,Research Scientist,North America,136000.0
129618,2024,Mid,Full-time,Research Scientist,284000,USD,284000,US,0,US,M,High,Research Scientist,North America,284000.0
129619,2024,Mid,Full-time,Research Scientist,189000,USD,189000,US,0,US,M,High,Research Scientist,North America,189000.0
129620,2024,Junior,Full-time,Data Analyst,130000,USD,130000,US,0,US,M,High,Data Analyst,North America,130000.0
129621,2024,Junior,Full-time,Data Analyst,70000,USD,70000,US,0,US,M,Medium,Data Analyst,North America,70000.0
129622,2024,Mid,Full-time,Data Analyst,130000,USD,130000,US,0,US,M,High,Data Analyst,North America,130000.0
129623,2024,Mid,Full-time,Data Analyst,70000,USD,70000,US,0,US,M,Medium,Data Analyst,North America,70000.0
129624,2024,Junior,Full-time,Data Analyst,172000,USD,172000,US,0,US,M,High,Data Analyst,North America,172000.0
129625,2024,Junior,Full-time,Data Analyst,75600,USD,75600,US,0,US,M,Medium,Data Analyst,North America,75600.0
129626,2024,Junior,Full-time,Data Analyst,137000,USD,137000,US,0,US,M,High,Data Analyst,North America,137000.0
129627,2024,Junior,Full-time,Data Analyst,60400,USD,60400,US,0,US,M,Medium,Data Analyst,North America,60400.0
129628,2024,Senior,Full-time,Data Analyst,110900,USD,110900,US,100,US,M,High,Data Analyst,North America,110900.0
129629,2024,Senior,Full-time,Data Analyst,97200,USD,97200,US,100,US,M,Medium,Data Analyst,North America,97200.0
129630,2024,Junior,Full-time,Data Analyst,130000,USD,130000,US,0,US,M,High,Data Analyst,North America,130000.0
129631,2024,Junior,Full-time,Data Analyst,70000,USD,70000,US,0,US,M,Medium,Data Analyst,North America,70000.0
129632,2024,Senior,Full-time,Decision Scientist,240000,USD,240000,US,0,US,M,High,Data Scientist,North America,240000.0
129633,2024,Senior,Full-time,Decision Scientist,120750,USD,120750,US,0,US,M,High,Data Scientist,North America,120750.0
